Id,ActivityDate,TotalSteps,Calories,VeryActiveMinutes,SedentaryMinutes,TotalMinutesAsleep,TotalTimeInBed,Weekday,activity_level
8053475328,2016-04-23,22359,3554,125,741,331,337,Saturday,Very Active
8053475328,2016-05-07,19769,3331,121,1076,74,75,Saturday,Very Active
8378563200,2016-04-12,7626,3635,65,723,338,356,Tuesday,Moderately Active
8378563200,2016-04-13,12386,4079,116,680,447,487,Wednesday,Very Active
8378563200,2016-04-14,13318,4163,123,699,424,455,Thursday,Very Active
8378563200,2016-04-15,14461,3666,60,729,513,533,Friday,Very Active
8378563200,2016-04-16,11207,3363,64,563,611,689,Saturday,Very Active
8378563200,2016-04-17,2132,2572,0,599,525,591,Sunday,Sedentary
8378563200,2016-04-18,13630,4157,117,720,398,451,Monday,Very Active
8378563200,2016-04-19,13070,4092,120,737,387,421,Tuesday,Very Active
8378563200,2016-04-20,9388,3787,82,763,381,409,Wednesday,Moderately Active
8378563200,2016-04-21,15148,4236,137,677,396,417,Thursday,Very Active
8378563200,2016-04-22,12200,4044,113,769,441,469,Friday,Very Active
8378563200,2016-04-23,5709,2908,19,740,565,591,Saturday,Lightly Active
8378563200,2016-04-24,3703,2741,0,734,458,492,Sunday,Sedentary
8378563200,2016-04-25,12405,4005,117,692,388,402,Monday,Very Active
8378563200,2016-04-26,16208,3763,90,593,550,584,Tuesday,Very Active
8378563200,2016-04-27,7359,3061,4,676,531,600,Wednesday,Lightly Active
8378563200,2016-04-28,5417,2884,11,711,506,556,Thursday,Lightly Active
8378563200,2016-04-29,6175,2982,3,767,527,562,Friday,Lightly Active
8378563200,2016-04-30,2946,2660,0,780,468,555,Saturday,Sedentary
8378563200,2016-05-01,11419,3369,71,669,475,539,Sunday,Very Active
8378563200,2016-05-02,6064,3491,63,802,351,385,Monday,Lightly Active
8378563200,2016-05-03,8712,3784,71,822,405,429,Tuesday,Moderately Active
8378563200,2016-05-04,7875,3110,19,680,441,477,Wednesday,Moderately Active
8378563200,2016-05-05,8567,3783,66,764,381,417,Thursday,Moderately Active
8378563200,2016-05-06,7045,3644,74,831,323,355,Friday,Lightly Active
8378563200,2016-05-07,4468,2799,0,851,459,513,Saturday,Sedentary
8378563200,2016-05-08,2943,2685,0,621,545,606,Sunday,Sedentary
8378563200,2016-05-09,8382,3721,71,772,359,399,Monday,Moderately Active
8378563200,2016-05-10,6582,3586,63,840,342,391,Tuesday,Lightly Active
8378563200,2016-05-11,9143,3788,72,763,368,387,Wednesday,Moderately Active
8378563200,2016-05-12,4561,1976,8,433,496,546,Thursday,Sedentary
8792009665,2016-04-12,2564,2044,0,831,458,493,Tuesday,Sedentary
8792009665,2016-04-13,1320,1934,0,806,531,552,Wednesday,Sedentary
8792009665,2016-04-14,1219,1963,0,853,486,503,Thursday,Sedentary
8792009665,2016-04-15,2483,2009,0,937,363,377,Friday,Sedentary
8792009665,2016-04-20,3147,2188,0,744,528,547,Wednesday,Sedentary
8792009665,2016-04-22,4068,2419,1,817,391,407,Friday,Sedentary
8792009665,2016-04-23,5245,2748,8,795,339,360,Saturday,Lightly Active
8792009665,2016-04-27,1758,2067,0,900,423,428,Wednesday,Sedentary
8792009665,2016-04-28,6157,2780,0,714,402,416,Thursday,Lightly Active
8792009665,2016-04-29,8360,3101,6,634,398,406,Friday,Moderately Active
8792009665,2016-04-30,7174,2896,10,749,343,360,Saturday,Lightly Active
8792009665,2016-05-01,1619,1962,0,834,503,527,Sunday,Sedentary
8792009665,2016-05-02,1831,2015,0,916,415,423,Monday,Sedentary
8792009665,2016-05-03,2421,2297,0,739,516,545,Tuesday,Sedentary
8792009665,2016-05-04,2283,2067,0,848,439,463,Wednesday,Sedentary
